,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
219,Gnar,Jarvan IV,Malzahar,Ezreal,Tahm Kench,Camille,Jax,Corki,Varus,Alistar,False,,,,
220,Gangplank,Camille,LeBlanc,Ezreal,Braum,Gnar,Jarvan IV,Taliyah,Varus,Shen,True,,,,
221,Nasus,Jarvan IV,Azir,Kalista,Taric,Gangplank,Jax,Taliyah,Ezreal,Braum,False,,,,
222,Vladimir,Kha'Zix,Azir,Sivir,Tahm Kench,Gnar,Jax,Corki,Ezreal,Braum,False,,,,
223,Camille,Sejuani,Azir,Vayne,Braum,Gangplank,Jarvan IV,Kassadin,Ezreal,Taric,False,,,,
224,Gangplank,Camille,Galio,Caitlyn,Braum,Vladimir,Sejuani,Taliyah,Ezreal,Alistar,False,,,,
225,Camille,Zac,Zoe,Ezreal,Taric,Cho'Gath,Jax,Malzahar,Kalista,Rakan,True,,,,
226,Ryze,Camille,Galio,Kalista,Thresh,Poppy,Skarner,Corki,Ezreal,Blitzcrank,True,,,,
227,Gangplank,Rek'Sai,Corki,Kalista,Thresh,Ryze,Jarvan IV,Azir,Varus,Alistar,False,,,,
228,Gnar,Jarvan IV,Ryze,Varus,Tahm Kench,Camille,Jax,Azir,Caitlyn,Braum,False,,,,
229,Gnar,Kha'Zix,Taliyah,Kalista,Alistar,Gangplank,Jax,Karma,Caitlyn,Tahm Kench,True,,,,
230,Gnar,Jarvan IV,Zoe,Tristana,Alistar,Camille,Sejuani,Kassadin,Jhin,Shen,True,,,,
231,Vladimir,Camille,Galio,Tristana,Taric,Cho'Gath,Jarvan IV,Corki,Kalista,Tahm Kench,True,,,,
232,Gnar,Jarvan IV,Zoe,Kog'Maw,Taric,Vladimir,Sejuani,Azir,Ezreal,Alistar,True,,,,
233,Vladimir,Kha'Zix,Azir,Varus,Taric,Ornn,Jarvan IV,Ryze,Kalista,Rakan,False,,,,
234,Gnar,Nunu,Azir,Xayah,Taric,Camille,Jarvan IV,Ryze,Tristana,Braum,False,,,,
235,Gnar,Rengar,Ryze,Sivir,Alistar,Gangplank,Kha'Zix,Malzahar,Tristana,Braum,False,,,,
236,Ornn,Camille,Cassiopeia,Tristana,Braum,Illaoi,Kha'Zix,Ryze,Caitlyn,Tahm Kench,True,,,,
237,Vladimir,Nunu,Azir,Varus,Taric,Gangplank,Sejuani,Ryze,Xayah,Braum,False,,,,
238,Gnar,Jarvan IV,Zoe,Ezreal,Taric,Camille,Sejuani,Twisted Fate,Caitlyn,Janna,False,,,,
239,Gnar,Sejuani,Ryze,Ezreal,Braum,Gangplank,Jarvan IV,Azir,Varus,Taric,False,,,,
240,Camille,Zac,Azir,Tristana,Taric,Gangplank,Rengar,Ryze,Ezreal,Ornn,True,,,,
241,Vladimir,Jarvan IV,Galio,Sivir,Alistar,Gnar,Sejuani,Corki,Xayah,Rakan,True,,,,
242,Gangplank,Zac,Zoe,Varus,Ornn,Gnar,Sejuani,LeBlanc,Tristana,Tahm Kench,True,,,,
243,Gnar,Jax,Ryze,Kog'Maw,Taric,Ornn,Camille,Malzahar,Ezreal,Braum,False,,,,
244,Ornn,Jarvan IV,Azir,Tristana,Braum,Gangplank,Sejuani,Malzahar,Kog'Maw,Nami,False,,,,
245,Gnar,Zac,Ryze,Kog'Maw,Nami,Ornn,Skarner,Zilean,Varus,Braum,True,,,,
246,Gnar,Zac,Ryze,Caitlyn,Braum,Ornn,Sejuani,Taliyah,Xayah,Rakan,False,,,,
247,Kennen,Sejuani,Taliyah,Kalista,Braum,Gnar,Nidalee,LeBlanc,Tristana,Alistar,False,,,,
248,Gnar,Kha'Zix,Ryze,Xayah,Rakan,Ornn,Jarvan IV,Taliyah,Tristana,Braum,True,,,,
249,Ornn,Jarvan IV,Zoe,Caitlyn,Tahm Kench,Gnar,Jax,Ryze,Ezreal,Braum,False,,,,
250,Gangplank,Kha'Zix,Ryze,Xayah,Rakan,Gnar,Jarvan IV,Azir,Ezreal,Tahm Kench,True,,,,
251,Vladimir,Jax,Galio,Kalista,Rakan,Cho'Gath,Sejuani,Azir,Ezreal,Taric,False,,,,
252,Cho'Gath,Zac,Zoe,Ezreal,Janna,Ornn,Kha'Zix,Galio,Caitlyn,Tahm Kench,True,,,,
253,Ornn,Jarvan IV,Taliyah,Ezreal,Taric,Gnar,Jax,Ryze,Tristana,Braum,True,,,,
254,Camille,Sejuani,Corki,Kog'Maw,Tahm Kench,Gnar,Jarvan IV,Kassadin,Tristana,Braum,True,,,,
255,Gangplank,Zac,Corki,Tristana,Alistar,Vladimir,Sejuani,Kassadin,Caitlyn,Braum,True,,,,
256,Vladimir,Sejuani,Azir,Caitlyn,Braum,Gangplank,Jax,Zoe,Ziggs,Thresh,False,,,,
257,Camille,Sejuani,Zoe,Tristana,Braum,Fiora,Zac,Anivia,Kog'Maw,Alistar,True,,,,
258,Camille,Jarvan IV,Ryze,Caitlyn,Taric,Ornn,Zac,Azir,Tristana,Alistar,True,,,,
259,Ornn,Jarvan IV,Kassadin,Tristana,Taric,Gnar,Sejuani,Azir,Ezreal,Braum,True,,,,
260,Gangplank,Nunu,Azir,Ezreal,Ornn,Vladimir,Zac,Veigar,Tristana,Alistar,True,,,,
261,Gnar,Sejuani,Syndra,Xayah,Rakan,Gangplank,Skarner,Corki,Ezreal,Braum,False,,,,
262,Gangplank,Gragas,Taliyah,Tristana,Braum,Vladimir,Skarner,Corki,Ezreal,Alistar,False,,,,
263,Gnar,Jarvan IV,Ryze,Twitch,Braum,Camille,Sejuani,Aurelion Sol,Ezreal,Tahm Kench,True,,,,
264,Gnar,Skarner,Ryze,Tristana,Taric,Gangplank,Jax,Galio,Xayah,Rakan,False,,,,
265,Vladimir,Jax,Zoe,Ezreal,Braum,Camille,Sejuani,Galio,Kog'Maw,Tahm Kench,True,,,,
266,Gangplank,Zac,Taliyah,Sivir,Morgana,Lucian,Sejuani,Corki,Ezreal,Taric,True,,,,
267,Vladimir,Jarvan IV,Cassiopeia,Ezreal,Braum,Cho'Gath,Sejuani,Ryze,Kalista,Rakan,True,,,,
268,Camille,Zac,Ryze,Tristana,Janna,Gnar,Jarvan IV,Cassiopeia,Ezreal,Taric,False,,,,
269,Jax,Kha'Zix,Taliyah,Ezreal,Alistar,Maokai,Sejuani,Syndra,Kalista,Taric,True,,,,
270,Gangplank,Sejuani,Malzahar,Tristana,Thresh,Vladimir,Jarvan IV,Corki,Ezreal,Alistar,True,,,,
271,Camille,Sejuani,Corki,Ezreal,Taric,Ornn,Zac,Malzahar,Xayah,Alistar,True,,,,
272,Vladimir,Jarvan IV,Galio,Varus,Taric,Ornn,Camille,Cassiopeia,Ezreal,Braum,True,,,,
273,Ornn,Jarvan IV,Zoe,Tristana,Shen,Trundle,Sejuani,Kassadin,Ezreal,Taric,False,,,,
274,Gnar,Jarvan IV,Malzahar,Ezreal,Tahm Kench,Vladimir,Sejuani,Taliyah,Varus,Taric,False,,,,
275,Camille,Zac,Ryze,Caitlyn,Braum,Gnar,Kha'Zix,Taliyah,Kog'Maw,Tahm Kench,True,,,,
276,Camille,Jarvan IV,Ryze,Kalista,Shen,Gnar,Sejuani,Taliyah,Xayah,Alistar,True,,,,
277,Gnar,Gragas,Ryze,Kalista,Tahm Kench,Camille,Sejuani,Taliyah,Tristana,Braum,False,,,,
278,Camille,Gragas,Corki,Kalista,Alistar,Gnar,Kha'Zix,Galio,Caitlyn,Braum,True,,,,
279,Vladimir,Skarner,Azir,Jinx,Tahm Kench,Gangplank,Jax,Taliyah,Ezreal,Alistar,True,,,,
280,Ornn,Sejuani,Azir,Ezreal,Taric,Illaoi,Camille,Orianna,Kog'Maw,Shen,False,,,,
281,Gangplank,Jax,Galio,Ezreal,Taric,Vladimir,Sejuani,Fiora,Kalista,Alistar,True,,,,
282,Gnar,Sejuani,Ryze,Kog'Maw,Taric,Gangplank,Zac,Cassiopeia,Kalista,Braum,False,,,,
283,Camille,Sejuani,Galio,Kalista,Braum,Gnar,Kha'Zix,Cassiopeia,Ezreal,Shen,False,,,,
284,Gnar,Zac,Azir,Kalista,Shen,Ryze,Sejuani,Corki,Ezreal,Braum,True,,,,
285,Ornn,Nidalee,Orianna,Ezreal,Braum,Gnar,Sejuani,Viktor,Xayah,Rakan,True,,,,
286,Gnar,Sejuani,Ryze,Kalista,Shen,Ornn,Jax,Orianna,Ezreal,Alistar,False,,,,
287,Gnar,Sejuani,Ryze,Ezreal,Morgana,Camille,Jarvan IV,Taliyah,Sivir,Alistar,False,,,,
288,Gangplank,Kha'Zix,Taliyah,Tristana,Alistar,Vladimir,Jarvan IV,Karma,Jhin,Taric,True,,,,
289,Gangplank,Jax,Ryze,Twitch,Janna,Camille,Zac,Orianna,Xayah,Lulu,False,,,,
290,Camille,Sejuani,Ryze,Caitlyn,Braum,Gangplank,Zac,Orianna,Xayah,Rakan,False,,,,
291,Malphite,Jarvan IV,Galio,Ezreal,Braum,Gnar,Zac,Azir,Xayah,Rakan,True,,,,
292,Gangplank,Zac,Galio,Tristana,Alistar,Gnar,Sejuani,Zoe,Kalista,Morgana,True,,,,
293,Gnar,Sejuani,Galio,Tristana,Taric,Gangplank,Zac,Corki,Ezreal,Braum,False,,,,
294,Gangplank,Gragas,Taliyah,Ezreal,Taric,Vladimir,Jarvan IV,Corki,Xayah,Alistar,True,,,,
295,Ornn,Rek'Sai,Zoe,Miss Fortune,Leona,Gnar,Kha'Zix,Malzahar,Ezreal,Braum,False,,,,
296,Gnar,Rengar,Cassiopeia,Kalista,Alistar,Camille,Jarvan IV,Ryze,Tristana,Braum,True,,,,
297,Vladimir,Kha'Zix,Ryze,Kalista,Alistar,Kled,Sejuani,Zoe,Xayah,Rakan,False,,,,
298,Gangplank,Jarvan IV,Ryze,Varus,Shen,Vladimir,Kha'Zix,Galio,Xayah,Rakan,False,,,,
299,Gangplank,Jarvan IV,Galio,Xayah,Tahm Kench,Gnar,Zac,Zoe,Ezreal,Braum,False,,,,
300,Gangplank,Rammus,Cassiopeia,Ezreal,Taric,Vladimir,Kha'Zix,Vel'Koz,Kalista,Alistar,True,,,,
301,Gangplank,Jarvan IV,Zoe,Ezreal,Braum,Vladimir,Sejuani,Kassadin,Tristana,Taric,True,,,,
302,Gangplank,Jax,Ryze,Ezreal,Braum,Ornn,Jarvan IV,Galio,Tristana,Zilean,False,,,,
303,Gnar,Jarvan IV,Zoe,Tristana,Taric,Camille,Sejuani,Malzahar,Ezreal,Alistar,True,,,,
304,Riven,Sejuani,Zoe,Tristana,Braum,Gangplank,Kha'Zix,Malzahar,Kalista,Taric,True,,,,
305,Jayce,Sejuani,Taliyah,Tristana,Janna,Ornn,Jarvan IV,Ryze,Caitlyn,Alistar,True,,,,
306,Cho'Gath,Zac,Azir,Ezreal,Braum,Ornn,Sejuani,Corki,Tristana,Janna,False,,,,
307,Gnar,Kha'Zix,Ryze,Xayah,Rakan,Ornn,Jarvan IV,Zoe,Tristana,Taric,False,,,,
308,Ornn,Sejuani,Corki,Ezreal,Braum,Cho'Gath,Jax,Azir,Varus,Janna,True,,,,
309,Gnar,Zac,Zoe,Ezreal,Braum,Camille,Jax,Galio,Varus,Alistar,False,,,,
310,Yasuo,Jax,Zoe,Tristana,Braum,Gnar,Sejuani,Taliyah,Jinx,Morgana,True,,,,
311,Gnar,Sejuani,Orianna,Ezreal,Taric,Ornn,Skarner,Taliyah,Tristana,Braum,True,,,,
312,Ornn,Skarner,Orianna,Varus,Braum,Gnar,Sejuani,Vladimir,Ezreal,Morgana,True,,,,
313,Gnar,Skarner,Viktor,Draven,Braum,Camille,Jax,Taliyah,Kalista,Alistar,True,,,,
314,Ornn,Gragas,Ryze,Tristana,Braum,Camille,Sejuani,Taliyah,Vayne,Alistar,False,,,,
315,Camille,Kha'Zix,Zoe,Caitlyn,Tahm Kench,Gnar,Zac,Azir,Xayah,Rakan,True,,,,
316,Ornn,Kha'Zix,Azir,Sivir,Shen,Gnar,Zac,Ryze,Ezreal,Tahm Kench,False,,,,
317,Fiora,Sejuani,Ryze,Xayah,Rakan,Ornn,Camille,Cassiopeia,Ezreal,Tahm Kench,True,,,,
318,Ryze,Sejuani,Corki,Tristana,Braum,Gangplank,Zac,Galio,Ezreal,Tahm Kench,False,,,,
319,Gangplank,Gragas,Ryze,Ezreal,Tahm Kench,Jayce,Zac,Cassiopeia,Tristana,Alistar,True,,,,
320,Gnar,Olaf,Galio,Tristana,Taric,Cho'Gath,Skarner,Lucian,Ezreal,Braum,True,,,,
321,Gangplank,Gragas,Syndra,Varus,Alistar,Gnar,Sejuani,Fizz,Ezreal,Taric,False,,,,
322,Camille,Skarner,Zoe,Xayah,Rakan,Gnar,Sejuani,Azir,Tristana,Taric,True,,,,
323,Gnar,Skarner,Orianna,Varus,Braum,Sion,Sejuani,Corki,Tristana,Taric,True,,,,
324,Gangplank,Sejuani,Vladimir,Kalista,Tahm Kench,Lucian,Jarvan IV,Orianna,Ezreal,Alistar,True,,,,
325,Sion,Jax,Ryze,Tristana,Bard,Gnar,Sejuani,Corki,Ezreal,Taric,True,,,,
326,Gnar,Skarner,Azir,Caitlyn,Janna,Sion,Sejuani,Syndra,Draven,Braum,True,,,,
327,Sion,Zac,Galio,Ezreal,Braum,Ornn,Sejuani,Lucian,Varus,Taric,True,,,,
328,Cho'Gath,Camille,Zoe,Kalista,Shen,Sion,Jarvan IV,Ryze,Varus,Alistar,True,,,,
329,Gangplank,Jarvan IV,Zoe,Xayah,Rakan,Vladimir,Camille,Taliyah,Varus,Tahm Kench,True,,,,
330,Camille,Zac,Zoe,Varus,Taric,Gnar,Kha'Zix,Malzahar,Caitlyn,Braum,False,,,,
331,Sion,Kha'Zix,Ryze,Caitlyn,Braum,Cho'Gath,Sejuani,Zoe,Tristana,Janna,True,,,,
332,Sion,Nidalee,Zoe,Varus,Tahm Kench,Gnar,Skarner,Taliyah,Kalista,Braum,False,,,,
333,Vladimir,Camille,Galio,Varus,Tahm Kench,Gnar,Poppy,Corki,Ezreal,Ornn,True,,,,
334,Cho'Gath,Zac,Azir,Ezreal,Rakan,Gangplank,Sejuani,Ekko,Xayah,Thresh,False,,,,
335,Gnar,Nidalee,Zoe,Xayah,Rakan,Gangplank,Kha'Zix,Azir,Varus,Braum,True,,,,
336,Ornn,Skarner,Zoe,Kalista,Thresh,Gangplank,Sejuani,Azir,Ezreal,Taric,True,,,,
337,Vladimir,Jarvan IV,Azir,Ezreal,Tahm Kench,Kassadin,Sejuani,Corki,Caitlyn,Bard,True,,,,
338,Gnar,Sejuani,Corki,Kalista,Rakan,Ornn,Kha'Zix,Orianna,Ezreal,Tahm Kench,True,,,,
339,Gnar,Jarvan IV,Zoe,Varus,Taric,Maokai,Kha'Zix,Malzahar,Kalista,Alistar,False,,,,
340,Gangplank,Skarner,Taliyah,Xayah,Alistar,Gnar,Sejuani,Karma,Caitlyn,Taric,True,,,,
341,Sion,Sejuani,Ryze,Ezreal,Tahm Kench,Gnar,Camille,Azir,Varus,Braum,False,,,,
342,Gnar,Sejuani,Azir,Varus,Taric,Ornn,Skarner,Viktor,Kalista,Tahm Kench,True,,,,
343,Gnar,Sejuani,Ryze,Tristana,Alistar,Camille,Skarner,Taliyah,Kalista,Braum,True,,,,
344,Sion,Sejuani,Taliyah,Tristana,Braum,Fiora,Zac,Ryze,Caitlyn,Alistar,False,,,,
345,Sion,Skarner,Viktor,Caitlyn,Janna,Gnar,Kha'Zix,Azir,Tristana,Alistar,False,,,,
346,Camille,Sejuani,Ryze,Xayah,Rakan,Sion,Kha'Zix,Malzahar,Caitlyn,Braum,True,,,,
347,Gnar,Skarner,Taliyah,Ezreal,Alistar,Vladimir,Jarvan IV,Ryze,Tristana,Braum,False,,,,
348,Sion,Sejuani,Corki,Jinx,Tahm Kench,Ornn,Zac,Kassadin,Caitlyn,Braum,False,,,,
349,Ornn,Skarner,Zoe,Tristana,Taric,Camille,Kha'Zix,Galio,Ezreal,Alistar,False,,,,
350,Sion,Camille,Zoe,Tristana,Alistar,Gnar,Jarvan IV,Azir,Ezreal,Tahm Kench,True,,,,
351,Ornn,Skarner,Azir,Kalista,Thresh,Vladimir,Kha'Zix,LeBlanc,Ezreal,Tahm Kench,False,,,,
352,Gnar,Camille,Azir,Kalista,Taric,Gangplank,Sejuani,Veigar,Caitlyn,Tahm Kench,True,,,,
353,Gangplank,Sejuani,Orianna,Ezreal,Braum,Gnar,Jarvan IV,Ryze,Tristana,Alistar,False,,,,
354,Gnar,Jax,Azir,Tristana,Taric,Camille,Zac,Corki,Varus,Tahm Kench,False,,,,
355,Cho'Gath,Skarner,Veigar,Xayah,Rakan,Gnar,Sejuani,Azir,Caitlyn,Zilean,True,,,,
356,Ornn,Jarvan IV,Azir,Tristana,Alistar,Gangplank,Zac,Corki,Kalista,Thresh,False,,,,
357,Trundle,Zac,Ryze,Tristana,Taric,Sion,Sejuani,Azir,Ezreal,Tahm Kench,True,,,,
358,Sion,Skarner,LeBlanc,Ezreal,Morgana,Cho'Gath,Camille,Taliyah,Tristana,Braum,False,,,,
359,Sion,Zac,Azir,Xayah,Rakan,Ornn,Kha'Zix,Corki,Caitlyn,Janna,True,,,,
360,Fiora,Zac,Vladimir,Lucian,Braum,Camille,Sejuani,Corki,Ezreal,Alistar,False,,,,
361,Maokai,Kha'Zix,Azir,Kalista,Taric,Sion,Zac,Ryze,Ezreal,Braum,False,,,,
362,Fiora,Gragas,Ryze,Ezreal,Braum,Camille,Sejuani,Orianna,Vayne,Taric,False,,,,
363,Camille,Sejuani,Corki,Xayah,Rakan,Jax,Skarner,Azir,Kalista,Alistar,False,,,,
364,Gnar,Zac,Azir,Ezreal,Taric,Camille,Sejuani,Karma,Caitlyn,Thresh,True,,,,
365,Sion,Jax,Ryze,Ezreal,Taric,Ornn,Skarner,Syndra,Varus,Braum,False,,,,
366,Gnar,Camille,Galio,Ezreal,Shen,Gangplank,Sejuani,Taliyah,Kalista,Braum,False,,,,
367,Jayce,Jax,Taliyah,Kalista,Tahm Kench,Sion,Jarvan IV,Corki,Varus,Alistar,True,,,,
368,Maokai,Kha'Zix,Corki,Kalista,Alistar,Gnar,Jarvan IV,Galio,Varus,Braum,False,,,,
369,Gangplank,Sejuani,Ryze,Ezreal,Braum,Gnar,Kha'Zix,Taliyah,Tristana,Tahm Kench,True,,,,
370,Ornn,Kha'Zix,Azir,Tristana,Tahm Kench,Gnar,Sejuani,Corki,Xayah,Rakan,True,,,,
371,Camille,Skarner,Azir,Tristana,Shen,Gnar,Gragas,Veigar,Xayah,Rakan,True,,,,
372,Gnar,Skarner,Zoe,Lucian,Alistar,Swain,Olaf,Taliyah,Tristana,Braum,False,,,,
373,Camille,Sejuani,Corki,Xayah,Rakan,Gangplank,Zac,Azir,Kalista,Taric,True,,,,
374,Camille,Jax,Galio,Xayah,Braum,Gangplank,Zac,Ryze,Tristana,Taric,True,,,,
375,Gnar,Sejuani,Illaoi,Tristana,Taric,Ornn,Zac,Galio,Varus,Alistar,False,,,,
376,Vladimir,Lee Sin,Galio,Ezreal,Alistar,Ryze,Kha'Zix,Azir,Tristana,Braum,True,,,,
377,Gangplank,Sejuani,Ryze,Varus,Alistar,Vladimir,Skarner,Viktor,Sivir,Braum,False,,,,
378,Camille,Zac,Zoe,Ezreal,Shen,Rumble,Jarvan IV,Kassadin,Kalista,Tahm Kench,True,,,,
379,Gangplank,Skarner,Galio,Varus,Thresh,Gnar,Sejuani,Corki,Kalista,Taric,True,,,,
380,Gnar,Zac,Vel'Koz,Kalista,Rakan,Sion,Sejuani,Azir,Ezreal,Taric,False,,,,
381,Camille,Kha'Zix,Galio,Ezreal,Braum,Vladimir,Sejuani,Fiora,Kalista,Zilean,True,,,,
382,Gnar,Skarner,Ryze,Varus,Braum,Camille,Sejuani,Orianna,Tristana,Tahm Kench,False,,,,
383,Gnar,Sejuani,Azir,Ezreal,Braum,Camille,Zac,Ryze,Kalista,Tahm Kench,True,,,,
384,Ornn,Camille,Azir,Tristana,Braum,Sion,Jarvan IV,Ryze,Kalista,Alistar,False,,,,
385,Sion,Kha'Zix,Ryze,Caitlyn,Morgana,Gnar,Skarner,Viktor,Tristana,Alistar,True,,,,
386,Fiora,Sejuani,Zoe,Ezreal,Alistar,Gangplank,Jarvan IV,Galio,Caitlyn,Braum,True,,,,
387,Sion,Zac,Orianna,Ezreal,Braum,Gnar,Skarner,Corki,Caitlyn,Alistar,False,,,,
388,Lucian,Skarner,Zoe,Varus,Tahm Kench,Gnar,Jarvan IV,Malzahar,Xayah,Rakan,False,,,,
389,Gnar,Zac,Zoe,Ezreal,Tahm Kench,Gangplank,Nidalee,Taliyah,Kalista,Taric,False,,,,
390,Trundle,Skarner,Ryze,Caitlyn,Taric,Cho'Gath,Jax,Azir,Varus,Braum,False,,,,
391,Gangplank,Zac,Corki,Kalista,Tahm Kench,Fiora,Skarner,Azir,Ezreal,Taric,True,,,,
392,Ornn,Skarner,Azir,Ezreal,Braum,Maokai,Sejuani,Corki,Xayah,Rakan,False,,,,
393,Gnar,Sejuani,Galio,Xayah,Rakan,Gangplank,Skarner,Taliyah,Sivir,Braum,True,,,,
394,Gnar,Skarner,Syndra,Kalista,Braum,Gangplank,Sejuani,Taliyah,Kog'Maw,Alistar,True,,,,
395,Sion,Zac,Galio,Tristana,Alistar,Vladimir,Sejuani,Taliyah,Xayah,Rakan,False,,,,
396,Camille,Zac,Orianna,Ashe,Taric,Gangplank,Sejuani,Syndra,Tristana,Thresh,True,,,,
397,Ornn,Skarner,Azir,Ezreal,Alistar,Gnar,Olaf,Corki,Varus,Taric,True,,,,
398,Vladimir,Sejuani,Fizz,Tristana,Taric,Gangplank,Zac,Kassadin,Ezreal,Alistar,True,,,,
399,Camille,Skarner,Veigar,Ezreal,Braum,Maokai,Olaf,Azir,Xayah,Rakan,True,,,,
400,Camille,Sejuani,Malzahar,Tristana,Alistar,Shen,Zac,Vladimir,Xayah,Taric,False,,,,
401,Camille,Sejuani,Viktor,Tristana,Taric,Gnar,Kha'Zix,Ryze,Ezreal,Braum,False,,,,
402,Camille,Nidalee,Zoe,Caitlyn,Janna,Gnar,Jax,Ryze,Tristana,Blitzcrank,False,,,,
403,Yasuo,Sejuani,Ryze,Kalista,Tahm Kench,Camille,Kha'Zix,Galio,Varus,Alistar,True,,,,
404,Fiora,Sejuani,Twisted Fate,Kalista,Braum,Ornn,Kha'Zix,Ryze,Varus,Tahm Kench,False,,,,
405,Kled,Sejuani,Taliyah,Tristana,Braum,Ornn,Lee Sin,Corki,Varus,Morgana,True,,,,
406,Sion,Jarvan IV,Taliyah,Kalista,Alistar,Ornn,Sejuani,Ryze,Tristana,Braum,True,,,,
407,Kennen,Skarner,Zoe,Tristana,Taric,Ryze,Sejuani,Malzahar,Kalista,Braum,False,,,,
408,Gnar,Sejuani,Azir,Caitlyn,Braum,Kennen,Jarvan IV,Zoe,Varus,Tahm Kench,False,,,,
409,Sion,Sejuani,Taliyah,Tristana,Thresh,Cho'Gath,Jarvan IV,Azir,Ezreal,Shen,True,,,,
410,Sion,Kha'Zix,Taliyah,Xayah,Rakan,Ornn,Jarvan IV,Zoe,Varus,Leona,False,,,,
411,Ornn,Zac,Syndra,Xayah,Rakan,Illaoi,Sejuani,Taliyah,Caitlyn,Braum,True,,,,
412,Camille,Sejuani,Galio,Ezreal,Leona,Poppy,Zac,Corki,Xayah,Rakan,True,,,,
413,Gangplank,Jax,Zoe,Ezreal,Alistar,Jayce,Skarner,Ekko,Varus,Tahm Kench,False,,,,
414,Camille,Skarner,Ryze,Kalista,Tahm Kench,Ornn,Zac,Cassiopeia,Tristana,Shen,False,,,,
415,Maokai,Sejuani,Cassiopeia,Caitlyn,Tahm Kench,Gnar,Jarvan IV,Ryze,Ezreal,Braum,True,,,,
416,Gnar,Camille,Ryze,Kalista,Thresh,Ornn,Kha'Zix,Azir,Ezreal,Blitzcrank,True,,,,
417,Sion,Zac,Galio,Xayah,Rakan,Cho'Gath,Skarner,Corki,Kalista,Tahm Kench,True,,,,
418,Trundle,Jarvan IV,Galio,Varus,Alistar,Sion,Sejuani,Corki,Kalista,Braum,True,,,,
419,Sion,Sejuani,Taliyah,Kalista,Rakan,Trundle,Skarner,Ekko,Tristana,Alistar,True,,,,
420,Gnar,Sejuani,Azir,Ezreal,Tahm Kench,Ornn,Skarner,Corki,Tristana,Braum,False,,,,
421,Gangplank,Sejuani,Veigar,Varus,Braum,Sion,Skarner,Azir,Tristana,Taric,False,,,,
422,Gangplank,Zac,Galio,Tristana,Taric,Gnar,Sejuani,Vladimir,Xayah,Rakan,False,,,,
423,Camille,Sejuani,Azir,Ezreal,Tahm Kench,Shen,Zac,Taliyah,Xayah,Rakan,True,,,,
424,Ornn,Sejuani,Taliyah,Kalista,Shen,Gnar,Skarner,Azir,Varus,Thresh,False,,,,
425,Gangplank,Zac,Azir,Kalista,Braum,Vladimir,Sejuani,Corki,Caitlyn,Tahm Kench,True,,,,
426,Gnar,Nidalee,Azir,Tristana,Alistar,Gangplank,Sejuani,Galio,Ezreal,Tahm Kench,False,,,,
427,Sion,Skarner,Azir,Kalista,Kennen,Cho'Gath,Sejuani,Corki,Caitlyn,Tahm Kench,True,,,,
428,Ornn,Skarner,Corki,Ezreal,Tahm Kench,Sion,Jarvan IV,Galio,Xayah,Rakan,False,,,,
429,Sion,Skarner,Taliyah,Kalista,Tahm Kench,Gangplank,Camille,Ryze,Xayah,Rakan,False,,,,
430,Gnar,Sejuani,Ryze,Tristana,Taric,Sion,Skarner,Syndra,Caitlyn,Braum,False,,,,
431,Ornn,Jarvan IV,Karma,Xayah,Alistar,Vladimir,Sejuani,Taliyah,Caitlyn,Rakan,True,,,,
432,Ornn,Kha'Zix,Corki,Caitlyn,Tahm Kench,Sion,Zac,Azir,Tristana,Braum,True,,,,
433,Cho'Gath,Jarvan IV,Azir,Tristana,Braum,Sion,Sejuani,Corki,Ezreal,Karma,True,,,,
434,Cho'Gath,Ivern,Galio,Xayah,Rakan,Sion,Sejuani,Azir,Caitlyn,Braum,True,,,,
435,Ornn,Skarner,Corki,Caitlyn,Janna,Sion,Sejuani,Azir,Ashe,Tahm Kench,False,,,,
436,Shen,Jarvan IV,Anivia,Xayah,Rakan,Sion,Sejuani,Corki,Sivir,Alistar,True,,,,
437,Cho'Gath,Kha'Zix,Malzahar,Ezreal,Shen,Camille,Jax,Galio,Xayah,Rakan,False,,,,
438,Gangplank,Nidalee,Corki,Varus,Alistar,Lucian,Zac,Azir,Caitlyn,Tahm Kench,True,,,,
439,Sion,Kindred,Azir,Tristana,Braum,Gnar,Camille,Corki,Ezreal,Alistar,False,,,,
440,Gnar,Sejuani,Kassadin,Ezreal,Shen,Sion,Kindred,Ryze,Tristana,Braum,False,,,,
441,Cho'Gath,Kindred,Cassiopeia,Tristana,Braum,Camille,Zac,Karma,Xayah,Rakan,False,,,,
442,Sion,Skarner,Ryze,Varus,Thresh,Camille,Olaf,Azir,Ezreal,Alistar,False,,,,
443,Gnar,Jax,Ryze,Xayah,Rakan,Sion,Sejuani,Cassiopeia,Caitlyn,Tahm Kench,True,,,,
444,Sion,Olaf,Zoe,Tristana,Tahm Kench,Trundle,Jarvan IV,Malzahar,Varus,Alistar,True,,,,
445,Ornn,Skarner,Corki,Varus,Leona,Illaoi,Sejuani,Azir,Kalista,Rakan,False,,,,
446,Gangplank,Sejuani,Azir,Ezreal,Taric,Ornn,Skarner,Ryze,Varus,Braum,False,,,,
447,Gangplank,Sejuani,Ryze,Caitlyn,Janna,Ornn,Zac,Cassiopeia,Tristana,Braum,False,,,,
448,Ornn,Camille,Ryze,Caitlyn,Tahm Kench,Sion,Zac,Cassiopeia,Xayah,Zilean,False,,,,
