Ornn,Jarvan IV,Ryze,Kalista,Alistar,Gnar,Kha'Zix,Azir,Kog'Maw,Tahm Kench,False
Camille,Nidalee,Zoe,Varus,Braum,Gnar,Sejuani,Malzahar,Tristana,Taric,False
Gnar,Gragas,Galio,Sivir,Tahm Kench,Gangplank,Jarvan IV,Corki,Ezreal,Ornn,False
Camille,Sejuani,Zoe,Xayah,Rakan,Fiora,Jax,Azir,Ezreal,Ornn,True
Vladimir,Rengar,Cassiopeia,Ezreal,Braum,Ornn,Jax,Ryze,Varus,Taric,True
Ornn,Jax,Ryze,Caitlyn,Braum,Shen,Kha'Zix,Azir,Sivir,Taric,False
Rumble,Kha'Zix,Azir,Ezreal,Alistar,Gnar,Lee Sin,Ryze,Tristana,Shen,True
Cho'Gath,Jarvan IV,Ryze,Kalista,Shen,Vladimir,Camille,Azir,Ezreal,Braum,False
Gangplank,Camille,Taliyah,Kalista,Taric,Yorick,Jarvan IV,Orianna,Varus,Braum,True
Urgot,Lee Sin,Vladimir,Tristana,Braum,Gnar,Sejuani,Cassiopeia,Caitlyn,Taric,False
Gnar,Zac,Cassiopeia,Kalista,Braum,Maokai,Kha'Zix,Ryze,Kog'Maw,Tahm Kench,True
Vladimir,Jarvan IV,Twisted Fate,Kog'Maw,Alistar,Gangplank,Sejuani,Taliyah,Varus,Ornn,False
Gnar,Jarvan IV,Galio,Kog'Maw,Braum,Ornn,Zac,Azir,Tristana,Taric,False
Gangplank,Gragas,Orianna,Varus,Taric,Gnar,Sejuani,Cassiopeia,Kog'Maw,Alistar,False
Gangplank,Jarvan IV,Zilean,Kog'Maw,Alistar,Gnar,Sejuani,Orianna,Tristana,Braum,True
Gnar,Jarvan IV,Zoe,Varus,Shen,Camille,Sejuani,Taliyah,Xayah,Rakan,True
Gnar,Camille,Zoe,Tristana,Taric,Gangplank,Kha'Zix,Malzahar,Kalista,Braum,True
Camille,Kha'Zix,Azir,Varus,Tahm Kench,Gnar,Rengar,Taliyah,Kalista,Taric,True
Gnar,Jarvan IV,Malzahar,Ezreal,Tahm Kench,Camille,Jax,Corki,Varus,Alistar,False
Gangplank,Camille,LeBlanc,Ezreal,Braum,Gnar,Jarvan IV,Taliyah,Varus,Shen,True
Nasus,Jarvan IV,Azir,Kalista,Taric,Gangplank,Jax,Taliyah,Ezreal,Braum,False
Vladimir,Kha'Zix,Azir,Sivir,Tahm Kench,Gnar,Jax,Corki,Ezreal,Braum,False
Camille,Sejuani,Azir,Vayne,Braum,Gangplank,Jarvan IV,Kassadin,Ezreal,Taric,False
Gangplank,Camille,Galio,Caitlyn,Braum,Vladimir,Sejuani,Taliyah,Ezreal,Alistar,False
Camille,Zac,Zoe,Ezreal,Taric,Cho'Gath,Jax,Malzahar,Kalista,Rakan,True
Ryze,Camille,Galio,Kalista,Thresh,Poppy,Skarner,Corki,Ezreal,Blitzcrank,True
Gangplank,Rek'Sai,Corki,Kalista,Thresh,Ryze,Jarvan IV,Azir,Varus,Alistar,False
Gnar,Jarvan IV,Ryze,Varus,Tahm Kench,Camille,Jax,Azir,Caitlyn,Braum,False
Gnar,Kha'Zix,Taliyah,Kalista,Alistar,Gangplank,Jax,Karma,Caitlyn,Tahm Kench,True
